id,word
1,<eos> by under in N to and into below of with apart <unk> on from but further sharply the for
2,to and <eos> coup <unk> bank labor-management the in for $ by as with he so investment during among tax
3,at traders <eos> brokers of trader <unk> for vote to in and but this price next action space debate broker
4,<eos> and to with sony a after effective glass the <unk> N of in 's that for $ is it
5,and contract <eos> index is or remains transferred prices contracts markets to trading market exchange are exchanges in were when
6,markets gains <eos> corp. of and management spending international appreciation to <unk> requirements holding is market stock investment goods base
7,<unk> $ news large abortion aftermath promised earthquake-related company N u.s. new first the market <eos> stock government past same
8,'s is was will <eos> has would <unk> to had also expects does said the could may a in did
9,of some notably <eos> and to are have in for on <unk> ' that were or would it said will
10,a the n't <unk> expected not in to N one likely that an <eos> just now used of still about
11,<unk> own N money way shares business clients the new holdings <eos> lives work assets country jobs families most products
12,the a N <unk> new its an september addition august which this recent his <eos> japan their that july other
13,the a <unk> $ its more of any proposed actually consecutive nabisco N example an each all their instance <eos>
14,up suspended traded <unk> n't down mixed quoted being and off hit major pushed long unable popular the a $
15,two N a the to one <unk> $ about in for way <eos> minor by that if slightly after three
16,<unk> first N most only company u.s. highest subject kind the state market latest second new last largest $ same
17,unlikely pleased high <unk> difficult long tough sensitive vulnerable be he against well strong important low light effective profitable competitive
18,directly convertible on notes the a in with stock under <eos> for $ it by its about more into buy
19,board <unk> three brokerage one institutional and <eos> investment the stocks questions picture problem to new securities companies investors paper
20,altogether <eos> on yesterday in at <unk> and the volume friday for as is of was to N a activity
21,<unk> company market stock u.s. new N bank first quake dollar industry dow the supreme government current <eos> house second
22,the a <unk> all N it his mr. an its years he that two expenses trading only being <eos> they
23,<eos> conference of that for agency is the and <unk> to corp. program on network wires from service reports media
24,of the their itself <unk> <eos> N to a in and 's that for $ is it said on by
25,a that the an <unk> in its when effective bankrupt will their one i there yesterday she yet itself illegal
26,<eos> in <unk> posted while particularly including and that of are to the have were closed on with N they
27,down trading a one going off dragged b.a.t clothing <unk> the n't named N $ in to up quoted an
28,are is has the <unk> was will it had would he in N have owns they could were makes also
29,journal 's <eos> firms and is to <unk> the analysts firm brokerage has a securities estimates for said executives in
30,<unk> new company big N u.s. other market sale first issue world stock american the same chicago government board federal
31,<eos> that and to are will <unk> of a in he which would were including late credit went allow regional
32,<unk> company u.s. N new federal market stock first other state the $ world dollar two soviet senate rest <eos>
33,the a N <unk> new its an september addition august which this recent his <eos> japan their that july other
34,markets <eos> exchange market prices of price from would purchases transaction analysts trader and in to <unk> at for split
35,the it he union a they <unk> we at i she there to its people <eos> 's mr. N and
36,at traders <eos> brokers of trader <unk> for vote to in and but this price next action space debate broker
37,in exchange market prices <eos> and of to markets <unk> price at for split 's is the closed funds was
38,a the its all stocks an <eos> off at them $ <unk> big in options no while chairman order ibm
39,year of <eos> N <unk> in that for priced the from was are has will which would other even under
40,same <unk> most japanese deal work budget spokesman job task strategy actors writing repairs company N u.s. new first the
41,est edt <unk> the and at from million or when last yesterday just tuesday contracts scheduled seven closing <eos> N
42,N the <eos> a to its in from <unk> $ as their and that about by at for on an
43,the its a $ <unk> <eos> their N all off programs orders at them it to stocks for his assets
44,breakers court breaker city <eos> <unk> is as was two maker itself appeals appellate the N of to a in
45,N the yield <unk> be $ its about a one end stay even improved eli husband plenty make buy sell
46,<unk> bush noriega honecker dinkins gorbachev corry jones lee seidman lang engelken smith pilson hahn icahn rey phillips krenz baker
47,<unk> new company big N u.s. other market sale first issue world stock american the same chicago government board federal
48,the other <unk> investment its closed a is of sales after construction market securities who similar brokerage settlement signs wide
49,the prices a <unk> N its <eos> their oct. an wall revenue to friday his monday that sales this how
50,<unk> N $ major <eos> big reason company in the of year analyst takeover problem factor setback a concern small
51,jones industrials chemical <unk> 's and the at was average N has into unit friday industrial moved electronic will of
52,if whether and about who what where the <unk> <eos> N of to a in 's that for $ is
53,the japanese individual smaller N <unk> be $ a make buy sell have yield <eos> get take pay do its
54,executives insurance the <unk> <eos> 's fell home currently owns N of to a in and that for $ is
55,the a <unk> not some nothing contemplating pay get described n't that to expected in an N one <eos> also
56,be <unk> the N mention $ do make a provide say seek <eos> take buy sell use have get wait
57,firms firm houses house and business license licenses <unk> <eos> a group companies chief concern network offices commissions 's industry
58,two <unk> u.s. company purchase ages house white markets futures stock world N the treasury fed united committee yield reagan
59,said and in to unit 's of a group say decisions speculated the <unk> which was N for has an
60,the a <unk> their its N his <eos> an wall oct. monday abortion this that program how it federal behalf
61,the N <unk> normal be $ square a work japan business full profitability health get an his about make buy
62,of for <eos> reserves in and was to from on $ the <unk> is a compared said as will N
63,N million billion to <eos> will workers <unk> 's more compared common companies price japan claims general ownership angeles hurricane
64,N the <unk> a $ in just an on to any they half as from be new sell risk increasing
65,<eos> and were the that mr. such can like finished plummeted posting <unk> N of to a in 's for
66,<eos> to <unk> by and in of the for with a from on as at about into said that if
67,of was fell food viewed <eos> in and that are <unk> to the have were closed on with N they
68,announce be have <unk> continue take remain make <eos> the help sell pay begin go become probably receive not also
69,<eos> by in to of as sounds that and the is on <unk> was has this at from than since
70,the of <unk> this issues <eos> N those u.s. shares families but time program mutual their that or his he
71,<eos> in is and that was he says the <unk> of said at as has or where believe seems comedy
72,oct. business the <unk> <eos> N of to a in and 's that for $ is it said on by
73,N million <eos> to billion <unk> crash of a and in cents months quarter years the period or from third
74,<eos> cents years <unk> of the to weeks men months in that down he says some while although various truly
75,<unk> the N a other chief that to in its it mr. $ is his then will exchange <eos> has
76,europe the <unk> its all france italy singapore fiscal european china N a other chief that to in it $
77,paper businesses N $ shares <unk> from assets term to in and 's on at u.s. over bank program debt
78,of <eos> is was will one and the <unk> for had could offered dropped working includes grew setting reporting arrived
79,or <eos> in of from shares to a for and <unk> on the common loss $ N canadian last swiss
80,of and <eos> street N to 's by are which also sales & plan reported operations overhaul fingers the <unk>
81,and 's said a of in the which unit for <unk> was is to group has N will <eos> also
82,<unk> effort agreement estimated analyst increase old imminent investment american important N average accounting independent interest impending hour additional investor
83,of <eos> said and at james in a will <unk> succeeding was who the john if noted michael attributed kenneth
84,<unk> other japan market credit bank prepare putting the merchant efficiency discourage emigration N a chief that to in its
85,the <unk> N are he i we so be people time trying ran unable talent muscle a other chief that
86,creditors the creditor $ a N its <unk> which using possible an <eos> his last mr. their about to other
87,<unk> being about trying the has are chairman a held vice is under producing <eos> president getting included available showing
88,the composite new a an national trading N <unk> london u.s. chicago light heavy over-the-counter hopes dearborn documents its september
89,the <unk> a and is an jr. <eos> N of to in 's that for $ it said on by
90,<unk> altman hollander weekes lee but via stanley morris miller hall van lewis seidman lane taylor evans sand alex edelman
91,in of to on has which design the <unk> <eos> N a and 's that for $ is it said
92,<unk> N the a <eos> stock chairman president and first board $ inc. new government largest own office mr. in
93,chicago pittsburgh the a N <unk> new its an september <eos> addition august which this recent his their japan that
94,concern news auction <unk> bank analyst ad salomon engineering precious wcrs wpp the <eos> N of to a in and
95,is of and for necessary arrangement mechanism tax-loss corp. the <eos> to in from its group smith device a that
96,n't N billed subdued <unk> a the named $ in to up quoted an <eos> not elected priced down that
97,<eos> filed <unk> 's said after could customer branch to and mr. which financial national journal bureau sea scandal check
98,in <eos> of to is on as that at and by the <unk> for with was he we change reflects
99,N <unk> the <eos> of to a in and that 's 300-a-share for $ is at on million it by
100,between of the <eos> to a that in <unk> for and there on by at as an his their N
101,<unk> u.s. company first past N third new market latest stock quarter second year-earlier the next same world <eos> state
102,<eos> and was 's annual of reaction in acquired totaled engaged reacted defended to <unk> that is said will which
103,u the <unk> a N an mr. $ moody its <eos> some to major year of his s&p contrast about
104,company case <unk> $ bank second soviet agency move money tax suit project impact losses legal place vast beebes basket
105,of for to <unk> losses buyers bidders is market value threat abuse <eos> sales government loss bill number european effect
106,a the more vehicles unstable <unk> so president <eos> N an chairman known increasingly in much part vice profitable extremely
107,<eos> ended 's before the to but in and that of a after was by following through when with earlier
108,N million billion <eos> to cents in a yen of and marks the <unk> tons from years pence shares on
109,the N $ a <unk> its last august about an <eos> their september his june july monday in five late
110,york <unk> jersey england orleans company mexico <eos> hampshire zealand cash york-based the products and issues N capital haven business
111,dec. oct. <eos> and nov. feb. N in on at they may markets april aug. jan. stage basic industrialized the
112,the N a $ least <unk> about its par an all this that home first <eos> which one his some
113,for seeking <eos> and complaining the that from to into are their immediately a <unk> himself it on her N
114,disclosed <unk> available be have the willing as been want know a <eos> immediately think enough sure even buying surprising
115,<unk> N that an whether increase southeast keen the a other chief to in its it $ <eos> mr. is
116,& lines interview co. calls company corp. service business companies <eos> to and <unk> call industry operations number network utilities
117,than cost <unk> full <eos> to and the in expensive likely fees willing efficient of a on from if cash
118,N million <eos> to billion years points <unk> of people a cents and in from the times employees hours shares
119,past next <unk> company weekend years last N u.s. long market new first the closing life world country counter previous
120,of years companies people <unk> as investors japanese have money it months state stocks reasons types newspapers managing employers baby
121,<eos> 's and managers the for with <unk> that will report of is has inc. a raising in said was
122,with a in <unk> to trading an the next operations operating buying shipping processing <eos> as are selling construction soon
123,has stocks against between funds the <unk> <eos> N of to a in and 's that for $ is it
124,N million <eos> to billion at after which indicates adjusted of a and in cents <unk> the from years days
125,<unk> 's a. foods carpenter and r. e. l. w. f. k. on will which would shares pay late today
126,<eos> in from yen of a and to the or <unk> francs nyse up $ for bid is on lire
127,income loss of rose was fell for worth sales to <unk> interest <eos> profit asset cash in a the increased
128,it <eos> the that he <unk> they its mr. in a N to net and third-quarter one there of his
129,and <eos> of in to is held primarily by trust that from a had before are through the mr. among
130,N million <eos> to billion yen a and <unk> of cents the in shares tentatively marks years for other on
131,the takeover <unk> on their provigo <eos> in once acquired equities N of to a and 's that for $
132,than <unk> of <eos> in important attractive about quickly closely powerful sophisticated modest effectively work discretion intensely profit potential natural
133,back the <unk> <eos> N of to a in and 's that for $ is it said on by at
134,income loss of rose was fell for worth sales to <unk> interest <eos> profit asset cash in a the increased
135,<eos> a <unk> the and an of in to N president said chairman chief r. mr. & for director executive
136,<unk> the N be $ time sell take put come consider get do a make spend buy have pay its
137,<eos> 's and managers the for with <unk> that will report of is has inc. a raising in said was
138,have which <eos> in and that of are <unk> to the were closed on with N they also rose volume
139,california co. <unk> pacific 's new corp. markets europe states africa optical comfort the and shares japan air co china
140,be take go return have see never <unk> get raise find still use think give call a million was the
141,only no a the for he great <unk> <eos> N of to in and 's that $ is it said
142,as the <eos> in that what normal a by at its he has about since before each although once continuing
143,<unk> <eos> things products hand major financial companies problems goods investors areas factors than institutions issues insurers the analysts N
144,the a europe as <unk> N by its this more state reports canada homes districts categories hess <eos> of to
145,<eos> on the and he several where oct. today monday tuesday wednesday announcement tomorrow <unk> N of to a in
146,calls <eos> and service company companies number services line lines <unk> to a in he according operations system order call
147,the $ N new south hud oil ms. advertising kkr a <unk> its an <eos> his last mr. their about
148,of <unk> to do kind the <eos> N a in and 's that for $ is it said on by
149,<unk> than <eos> of to the and in money for like difficult a time likely on important efficient N often
150,after <eos> are to who and service in have <unk> were ' will the may should is a would as
151,greater cheaper considerable <unk> share N year $ new the <eos> few major lot result company unit good spokesman of
152,making the <eos> it <unk> a they he that N year and mr. their maturity we interest taxes closing of
153,<unk> the analysts traders are at investment could higher money companies my head small consultants wo subordinated keeping holds drives
154,N to <eos> million of in billion and from a <unk> the cents stake days on for at years one
155,N <unk> the <eos> of to a in and that 's 300-a-share for $ is at on million it by
156,dealers painewebber the us <unk> 's mr. people you her offer same your warner themselves someone reporters viewers authors stars
157,for seeking <eos> and complaining the that from to into are their immediately a <unk> himself it on her N
158,its the a $ <unk> their <eos> N off all at it his them or to stocks assets programs orders
159,rather is do <unk> need are a the going want believe <eos> at have get part getting worth wanted true
160,the $ N a <unk> other these is previous ford problems others actually its an <eos> his last mr. their
161,rates in <eos> rate payments on and income expense to is of <unk> costs that for from the bonds at
162,lesson <unk> share N year $ new the <eos> few major lot result company unit good spokesman of big to
163,<unk> share new piece big boost decent phone N year major lot good $ special higher percentage national better pound
164,$ the N <unk> its a to those more c$ gains slowing crazy yes this <eos> their his new about
165,for were <eos> in are from at and to the on would rose <unk> that because which by last can
166,be not have <unk> continue take remain make <eos> the help sell pay begin go become probably receive also come
167,the a <unk> him mr. other it them N its most her earnings those an <eos> major program another south
168,said to and was reported law commercial attorney reflect john <unk> <eos> on company who other maker whose savings started
169,N million <eos> to billion <unk> crash of a and in cents months quarter years the period or from third
170,<unk> N $ major <eos> big reason company in the of year analyst takeover problem factor setback a concern small
171,N sales part cupertino notorious <unk> own $ first new the stake stock common board <eos> offer u.s. third-quarter shares
172,the a they are will <unk> it 's he would is mr. <eos> in has was N have we could
173,that <eos> N to $ the <unk> we a it mr. an there however is new you another our risk
174,is do need <unk> are a going want believe the <eos> at have get part getting worth wanted true matters
